1	2.50E+04	-1.29E+02	-1.54E+02
2	2.50E+04	-6.28E-01	-5.86E+01
3	2.50E+04	9.14E+01	-2.35E+02
4	2.50E+04	-4.00E+01	1.44E+02
5	2.50E+04	2.76E+01	-4.59E+01
6	2.50E+04	1.53E+02	-1.61E+02
7	2.50E+04	1.44E+02	-1.42E+02
8	2.50E+04	-2.19E+01	2.03E+02
9	2.50E+04	3.39E+02	2.51E+02
10	2.50E+04	-1.54E+02	-4.74E+01
11	2.50E+04	-2.26E+01	1.50E+02
12	2.50E+04	-1.92E+02	3.78E+01
13	2.50E+04	-2.75E+02	-4.02E+01
14	2.50E+04	-8.67E+01	-7.59E+01
15	2.50E+04	1.08E+02	-2.19E+02
16	2.50E+04	3.54E+01	-1.21E+02
17	2.50E+04	-6.76E+01	-1.12E+02
18	2.50E+04	-1.42E+02	-2.57E+02
19	2.50E+04	-1.50E+02	-5.43E+01
20	2.50E+04	2.53E+02	-5.32E+02
21	2.50E+04	2.82E+02	4.27E+01
22	2.50E+04	-2.08E+02	2.54E+02
23	2.50E+04	7.18E+01	-1.12E+02
24	2.50E+04	-1.08E+02	1.15E+02
25	2.50E+04	1.56E+02	1.10E+02
26	2.50E+04	6.64E+01	1.89E+01
27	2.50E+04	-1.84E+02	4.56E+02
28	2.50E+04	-2.02E+02	-2.04E+02
29	2.50E+04	-9.71E+01	-2.81E+01
30	2.50E+04	4.47E+01	2.23E+02
31	2.50E+04	-1.16E+02	1.25E+02
32	2.50E+04	-1.28E+02	-4.42E+01
33	2.50E+04	1.56E+02	9.87E+00
34	2.50E+04	-2.99E+02	1.56E+02
35	2.50E+04	4.19E+01	1.21E-01
36	2.50E+04	-2.54E+02	-1.19E+02
37	2.50E+04	1.73E+02	7.32E+01
38	2.50E+04	4.28E+01	2.13E+01
39	2.50E+04	-3.53E+02	5.03E+02
40	2.50E+04	-2.03E+02	-8.89E+01
41	2.50E+04	6.32E+01	1.26E+02
42	2.50E+04	9.89E+01	8.72E+01
43	2.50E+04	-2.19E+02	-5.36E+01
44	2.50E+04	6.28E+01	1.65E+01
45	2.50E+04	-1.16E+02	2.25E+01
46	2.50E+04	1.01E+02	-7.97E+01
47	2.50E+04	8.09E+00	-3.82E+01
48	2.50E+04	-3.60E+02	4.01E+02
49	2.50E+04	-3.27E+02	7.48E+01
50	2.50E+04	8.69E+01	2.99E+02
51	2.50E+04	-7.00E+01	-6.33E+01
52	2.50E+04	-3.60E+00	2.91E+02
53	2.50E+04	-2.62E+01	1.17E+02
54	2.50E+04	6.08E+00	1.87E+02
55	2.50E+04	-1.27E+02	-1.70E+02
56	2.50E+04	1.40E+02	-8.54E+01
57	2.50E+04	2.16E+01	6.80E+01
58	2.50E+04	6.00E+00	9.06E+00
59	2.50E+04	4.82E+01	2.26E+02
60	2.50E+04	-6.26E+01	-9.56E+01
61	2.50E+04	-5.42E-01	5.25E+01
62	2.50E+04	-8.63E+01	7.50E+01
63	2.50E+04	-1.35E+02	-2.19E+01
64	2.50E+04	2.71E+02	-1.28E+02
65	2.50E+04	-1.32E+02	-5.56E+02
66	2.50E+04	1.96E+02	5.20E+01
67	2.50E+04	6.25E+00	5.49E+01
68	2.50E+04	-2.88E+02	-5.37E+01
69	2.50E+04	-1.07E+02	-1.06E+02
70	2.50E+04	-1.59E+02	1.43E+02
71	2.50E+04	1.39E+02	1.02E+02
72	2.50E+04	-1.71E+02	-6.74E+01
73	2.50E+04	2.68E+02	7.71E+01
74	2.50E+04	9.05E+01	5.21E+01
75	2.50E+04	-1.78E+02	-1.94E+02
76	2.50E+04	-5.80E+01	2.22E+02
77	2.50E+04	1.21E+02	1.44E+02
78	2.50E+04	3.00E+02	-1.80E+01
79	2.50E+04	8.63E+01	-8.71E+01
80	2.50E+04	3.22E+02	-4.47E+02
81	2.50E+04	-1.20E+02	1.36E+02
82	2.50E+04	-3.13E+01	5.43E+01
83	2.50E+04	9.01E+01	-9.78E+01
84	2.50E+04	-4.21E+01	-1.45E+02
85	2.50E+04	-4.72E+01	-1.57E+02
86	2.50E+04	-2.65E+01	7.40E+01
87	2.50E+04	1.09E+02	-3.33E+00
88	2.50E+04	1.00E+02	-1.19E+02
89	2.50E+04	8.41E+01	-5.70E+01
90	2.50E+04	-5.14E+01	-5.18E+01
91	2.50E+04	1.22E+02	2.40E+01
92	2.50E+04	7.24E+01	-4.87E+01
93	2.50E+04	9.20E+01	1.44E+02
94	2.50E+04	3.72E+01	1.49E+02
95	2.50E+04	-8.14E+01	-1.35E+02
96	2.50E+04	2.69E+02	8.29E+00
97	2.50E+04	1.01E+02	6.16E+01
98	2.50E+04	-1.18E+02	7.05E+01
99	2.50E+04	6.95E+01	1.15E+02
100	2.50E+04	9.88E+01	2.65E+02
101	2.50E+04	-1.21E+02	-1.03E+02
102	2.50E+04	-3.27E+02	-2.73E+01
103	2.50E+04	-1.14E+02	1.22E+02
104	2.50E+04	-3.47E+02	2.63E+02
105	2.50E+04	-1.81E+02	2.07E+02
106	2.50E+04	-3.56E+01	-4.34E+01
107	2.50E+04	-6.97E+01	-1.44E+02
108	2.50E+04	2.32E+02	-1.88E+02
109	2.50E+04	1.01E+02	1.63E+02
110	2.50E+04	9.34E+01	-1.10E+02
111	2.50E+04	1.12E+02	3.05E+02
112	2.50E+04	1.22E+02	-8.85E-01
113	2.50E+04	1.07E+02	-1.40E+01
114	2.50E+04	2.49E+02	-1.65E+02
115	2.50E+04	-6.76E+01	-2.14E+02
116	2.50E+04	3.25E+01	-3.45E+02
117	2.50E+04	-1.82E+02	-6.53E+01
118	2.50E+04	7.50E+01	-1.04E+01
119	2.50E+04	1.96E+02	-2.15E-01
120	2.50E+04	-6.63E+01	1.17E+02
121	2.50E+04	1.84E+02	-3.15E+02
122	2.50E+04	6.77E+01	1.14E+02
123	2.50E+04	2.36E+01	-6.91E+00
124	2.50E+04	9.19E+01	-1.29E+02
125	2.50E+04	4.79E+01	1.43E+02
126	2.50E+04	-1.97E+02	1.34E+02
127	2.50E+04	8.91E+02	1.17E+03
128	2.50E+04	4.71E+01	2.38E+02
129	2.50E+04	-5.36E+01	-7.65E+02
130	2.50E+04	5.76E+01	-4.00E+01
131	2.50E+04	-8.70E+01	-3.26E+01
132	2.50E+04	-4.17E+01	-4.15E+01
133	2.50E+04	-1.42E+02	-1.59E+02
